tiempo,valor,unidad,codigo_indicador,nombre_indicador,codigo_region,nombre_region,fuente
2017,1531151851.85185,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
2016,1489692592.59259,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
2015,1437755555.55556,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
2014,1378829629.62963,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
2013,1325425925.92593,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
2012,1327107407.40741,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
2011,1281337037.03704,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
2010,1298255555.55556,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
2009,1386444444.44444,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
2008,1557540740.74074,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
2007,1487300000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
2006,1303548148.14815,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
2005,1143714814.81481,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
2004,1026181481.48148,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
2003,947955555.555555,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
2002,897988888.888889,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
2001,877514814.814815,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
2000,900551851.851852,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
1999,835514814.814815,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
1998,789762962.962963,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
1997,734392592.592593,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
1996,679111111.111111,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
1995,616014814.814815,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
1994,625051851.851852,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
1993,565633333.333333,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
1992,525103703.703704,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
1991,504307407.407407,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
1990,478692592.592593,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
1989,455148148.148148,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
1988,411374074.074074,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
1987,346840740.740741,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
1986,297537037.037037,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
1985,246344444.444444,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
1984,212192592.592593,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
1983,184848148.148148,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
1982,166425925.925926,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
1981,149377777.777778,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
1980,132440740.740741,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
1979,109585185.185185,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
1978,88033333.3333333,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
1977,77496296.2962963,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AG,Antigua and Barbuda,World Bank
2023,646075277525.125,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
2022,632790070063.124,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
2021,486564085480.036,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
2020,385740508436.965,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
2019,447754683615.225,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
2018,524819892360.176,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
2017,643628393281.364,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
2016,557532320662.955,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
2015,594749285413.212,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
2014,526319673731.638,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
2013,552025140252.246,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
2012,545982375701.128,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
2011,530158122010.442,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
2010,423627422092.49,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
2009,332976484577.619,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
2008,361558037110.419,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
2007,287530508430.568,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
2006,232557260817.308,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
2005,198737095012.282,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
2004,164657930452.787,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
2003,127586973492.177,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
2002,97724004251.8602,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
2001,268696750000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
2000,284203750000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1999,283523000000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1998,298948250000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1997,292859000000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1996,272149750000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1995,258031750000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1994,257440000000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1993,236741715015.015,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1992,228778917308.17,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1991,189719984268.485,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1990,141352630146.731,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1989,76629728760.123,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1988,126890235049.092,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1987,108810885301.253,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1986,105872372613.857,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1985,88150891728.1064,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1984,116915052107.031,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1983,103979106777.911,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1982,84307486836.724,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1981,78676842366.5529,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1980,76961923741.0701,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1979,69252328951.6441,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1978,89049453088.3282,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1977,56781000101.0848,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1976,51169499892.1722,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1975,52438647921.9226,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1974,72436777342.4554,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1973,52544000116.9037,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1972,34733000536.2862,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1971,33293199095.4881,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1970,31584210365.5447,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1969,31256284543.6155,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1968,26436857247.4982,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1967,24256667553.2569,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1966,28630474727.9023,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1965,28344705966.6389,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1964,25605249381.7597,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1963,18272123664.4715,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
1962,24450604877.6081,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARG,Argentina,World Bank
2023,24085749592.3359,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
2022,19513506553.1251,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
2021,13878908628.9378,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
2020,12641698583.2152,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
2019,13619290539.2116,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
2018,12457940694.7395,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
2017,11527458709.0158,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
2016,10546136235.5219,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
2015,10553337518.414,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
2014,11609513246.7958,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
2013,11121464437.0415,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
2012,10619320682.9474,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
2011,10142111824.5835,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
2010,9260285755.62424,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
2009,8647937081.2562,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
2008,11662040713.8753,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
2007,9206301269.79164,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
2006,6384452066.5146,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
2005,4900469511.10191,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
2004,3576615240.41616,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
2003,2807061008.69084,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
2002,2376335048.39976,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
2001,2118467913.37873,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
2000,1911563668.85006,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
1999,1845482173.02732,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
1998,1893726437.26462,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
1997,1639492444.76152,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
1996,1596968946.23708,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
1995,1468317435.20148,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
1994,1315158636.67553,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
1993,1201312829.27524,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
1992,1272835453.42634,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
1991,2069870129.87013,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
1990,2256863448.77086,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ARM,Armenia,World Bank
2023,3648573136.15155,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
2022,3279343543.60416,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
2021,2929446578.25104,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
2020,2481857122.8401,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
2019,3395798882.68156,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
2018,3276184357.5419,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
2017,3092429050.27933,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
2016,2983635195.53073,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
2015,2962907262.56983,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
2014,2790849720.67039,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
2013,2727849720.67039,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
2012,2615208379.88827,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
2011,2637859217.87709,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
2010,2453597206.70391,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
2009,2553793296.08939,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
2008,2843024581.00559,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
2007,2677641340.78212,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
2006,2469782681.56425,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
2005,2360017318.43575,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
2004,2254830726.25698,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
2003,2044111731.84358,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
2002,1961843575.41899,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
2001,1896456983.24022,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
2000,1873452513.96648,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
1999,1722905027.93296,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
1998,1665363128.49162,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
1997,1531843575.41899,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
1996,1379888268.15642,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
1995,1320670391.06145,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
1994,1245810055.86592,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
1993,1083240223.46369,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
1992,958659217.877095,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
1991,872067039.106145,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
1990,764804469.273743,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
1989,695530726.256983,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
1988,596648044.692737,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
1987,487709497.206704,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
1986,405586592.178771,$,NY.GDP.MKTP.CD,Producto Interno Bruto,ABW,Aruba,World Bank
2023,1728057316695.61,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
2022,1690858246994.43,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
2021,1556735770437.26,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
2020,1328414058378.38,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
2019,1392723834562.64,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
2018,1427809041019.44,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
2017,1325582658156.54,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
2016,1206836962281.84,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
2015,1351296372254.31,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
2014,1468265356427.76,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
2013,1577123329410.88,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
2012,1547532281116.4,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
2011,1398610616772.97,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
2010,1148838233480.72,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
2009,928762122698.05,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
2008,1056112427190.38,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
2007,855007458585.224,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
2006,748417562769.636,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
2005,695692898676.56,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
2004,614659980082.515,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
2003,467739079790.332,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
2002,395788696012.059,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
2001,379629301675.108,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
2000,416167815092.908,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1999,389652212056.649,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1998,399674421759.479,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1997,435642611296.586,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1996,401341880620.728,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1995,368166023166.023,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1994,322806641300.588,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1993,312133923552.558,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1992,325525379566.838,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1991,325975319455.531,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1990,311426665219.971,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1989,299875906679.217,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1988,236161314544.153,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1987,189495764955.003,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1986,182481113598.209,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1985,180643265927.279,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1984,193525337525.765,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1983,177267290706.228,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1982,194041708043.694,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1981,176895390688.494,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1980,149987743732.591,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1979,134900602067.477,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1978,118492761338.464,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1977,110352144987.382,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1976,105060616984.856,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1975,97304383449.406,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1974,88965364775.2395,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1973,63833440102.4984,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1972,52042056074.7664,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1971,45217767234.8428,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1970,41334726613.5563,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1969,36684485869.5177,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1968,32714085234.2536,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1967,30442724870.836,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1966,27308964369.4343,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1965,25977284156.3655,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1964,23801123808.1798,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1963,21540963446.5541,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1962,19923683187.7893,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1961,19684003149.4405,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
1960,18607682977.2293,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUS,Australia,World Bank
2023,511685203845.001,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUT,Austria,World Bank
2022,471773629830.381,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUT,Austria,World Bank
2021,480467037338.783,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUT,Austria,World Bank
2020,434397601557.696,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUT,Austria,World Bank
2019,442983642371.842,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUT,Austria,World Bank
2018,452582294972.775,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUT,Austria,World Bank
2017,414926138132.691,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUT,Austria,World Bank
2016,393687359770.273,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUT,Austria,World Bank
2015,379546097300.633,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUT,Austria,World Bank
2014,438556021078.034,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUT,Austria,World Bank
2013,426580502769.417,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUT,Austria,World Bank
2012,406750487603.59,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUT,Austria,World Bank
2011,428954737064.057,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUT,Austria,World Bank
2010,389827789217.634,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUT,Austria,World Bank
2009,399290118782.429,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUT,Austria,World Bank
2008,429234399096.173,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUT,Austria,World Bank
2007,386760177589.497,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUT,Austria,World Bank
2006,333905979332.481,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUT,Austria,World Bank
2005,313952317330.776,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUT,Austria,World Bank
2004,299210411454.823,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUT,Austria,World Bank
2003,260779834340.097,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUT,Austria,World Bank
2002,212837224022.813,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUT,Austria,World Bank
2001,196477206829.33,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUT,Austria,World Bank
2000,196181599831.287,$,NY.GDP.MKTP.CD,Producto Interno Bruto,AUT,Austria,World Bank
